"Reporter","ReporterName","Partner","PartnerName","Year","TL","TrfLineDescription","TLS","Duty Type","Duty Code","AV Duty Rate","Specific Duty Rate"
"124","Canada","000"," World",2023,3044200,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",,0,2,0,""
"124","Canada","000"," World",2023,3044300,"Flat fish (Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae)",,0,2,0,""
"124","Canada","000"," World",2023,3044400,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae",,0,2,0,""
"124","Canada","000"," World",2023,3044500,"Swordfish (Xiphias gladius)",,0,2,0,""
"124","Canada","000"," World",2023,3044600,"Toothfish (Dissostichus spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3044700,"Dogfish and other sharks",,0,2,0,""
"124","Canada","000"," World",2023,3044800,"Rays and skates (Rajidae)",,0,2,0,""
"124","Canada","000"," World",2023,3044900,"Other",,0,2,0,""
"124","Canada","000"," World",2023,3045100,"Tilapias (Oreochromis spp.), catfish (Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.), carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.), eels (Anguilla spp.), Nile perch (Lates niloticus) and snakeheads (Channa spp.)",,0,2,0,""
"124","Canada","000"," World",2023,3045200,"Salmonidae",,0,2,0,""
