"Reporter","ReporterName","Partner","PartnerName","Year","TL","TrfLineDescription","TLS","Duty Type","Duty Code","AV Duty Rate","Specific Duty Rate"
"156","China","000"," World",2023,3028300,"--Toothfish (Dissostichus spp.)",,0,2,7,""
"156","China","000"," World",2023,3028400,"--Seabass (Dicentrarchus spp.)",,0,2,7,""
"156","China","000"," World",2023,3028500,"--Seabream (Sparidae)",,0,2,7,""
"156","China","000"," World",2023,3028910,"---Scabbard fish (Trichiurus)",,0,2,7,""
"156","China","000"," World",2023,3028920,"---Yellow croaker (Pseudosica-ena)",,0,2,7,""
"156","China","000"," World",2023,3028930,"---Butterfish (Pamus spp.)",,0,2,7,""
"156","China","000"," World",2023,3028940,"---Puffer fish",,0,2,10,""
"156","China","000"," World",2023,3028990,"---Other",,0,2,7,""
"156","China","000"," World",2023,3029100,"--Livers, roes and milt",,0,2,7,""
"156","China","000"," World",2023,3029200,"--Shark fins",,0,2,12,""
"156","China","000"," World",2023,3029900,"--Other",,0,2,7,""
"156","China","000"," World",2023,3031100,"--Sockeye salmon (red salmon) (Oncorhynchus nerka)",,0,2,7,""
"156","China","000"," World",2023,3031200,"--Other Pacific salmon (Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus)",,0,2,7,""
"156","China","000"," World",2023,3031310,"---Atlantic salmon (Salmo salar)",,0,2,7,""
"156","China","000"," World",2023,3031320,"---Danube salmon (Hucho hucho)",,0,2,7,""
"156","China","000"," World",2023,3031400,"--Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",,0,2,12,""
"156","China","000"," World",2023,3031900,"--Other",,0,2,10,""
"156","China","000"," World",2023,3032300,"--Tilapias (Oreochromis spp.)",,0,2,7,""
