"Reporter","ReporterName","Partner","PartnerName","Year","TL","TrfLineDescription","TLS","Duty Type","Duty Code","AV Duty Rate","Specific Duty Rate"
"918","European Union","000"," World",2023,2075410,"---- Boneless",,0,2,,"110.5 EUR/100 kg"
"918","European Union","000"," World",2023,2075421,"----- Halves or quarters",,0,2,,"52.9 EUR/100 kg"
"918","European Union","000"," World",2023,2075431,"----- Whole wings, with or without tips",,0,2,,"26.9 EUR/100 kg"
"918","European Union","000"," World",2023,2075441,"----- Backs, necks, backs with necks attached, rumps and wing-tips",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2075451,"----- Breasts and cuts thereof",,0,2,,"86.5 EUR/100 kg"
"918","European Union","000"," World",2023,2075461,"----- Legs and cuts thereof",,0,2,,"69.7 EUR/100 kg"
"918","European Union","000"," World",2023,2075471,"----- Paletots",,0,2,,"66 EUR/100 kg"
"918","European Union","000"," World",2023,2075481,"----- Other",,0,2,,"123.2 EUR/100 kg"
"918","European Union","000"," World",2023,2075491,"---- Livers, other than fatty livers",,0,2,6.4,""
"918","European Union","000"," World",2023,2075499,"---- Other",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2075510,"---- Boneless",,0,2,,"110.5 EUR/100 kg"
"918","European Union","000"," World",2023,2075521,"----- Halves or quarters",,0,2,,"52.9 EUR/100 kg"
"918","European Union","000"," World",2023,2075531,"----- Whole wings, with or without tips",,0,2,,"26.9 EUR/100 kg"
"918","European Union","000"," World",2023,2075541,"----- Backs, necks, backs with necks attached, rumps and wing-tips",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2075551,"----- Breasts and cuts thereof",,0,2,,"86.5 EUR/100 kg"
"918","European Union","000"," World",2023,2075561,"----- Legs and cuts thereof",,0,2,,"69.7 EUR/100 kg"
"918","European Union","000"," World",2023,2075571,"----- Paletots",,0,2,,"66 EUR/100 kg"
"918","European Union","000"," World",2023,2075581,"----- Other",,0,2,,"123.2 EUR/100 kg"
"918","European Union","000"," World",2023,2075593,"----- Fatty livers",,0,2,0,""
"918","European Union","000"," World",2023,2075595,"----- Other",,0,2,6.4,""
"918","European Union","000"," World",2023,2075599,"---- Other",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2076005,"-- Not cut in pieces, fresh, chilled or frozen",,0,2,,"49.3 EUR/100 kg"
"918","European Union","000"," World",2023,2076010,"---- Boneless",,0,2,,"128.3 EUR/100 kg"
"918","European Union","000"," World",2023,2076021,"----- Halves or quarters",,0,2,,"54.2 EUR/100 kg"
"918","European Union","000"," World",2023,2076031,"----- Whole wings, with or without tips",,0,2,,"26.9 EUR/100 kg"
"918","European Union","000"," World",2023,2076041,"----- Backs, necks, backs with necks attached, rumps and wing-tips",,0,2,,"18.7 EUR/100 kg"
"918","European Union","000"," World",2023,2076051,"----- Breasts and cuts thereof",,0,2,,"115.5 EUR/100 kg"
